Ref,Status,Design ,Type ,Mode,Year,Outstanding Benefits-RiskScore,Membership,Net Assets,ExpensesToAssets_ratio,LiquidityRatio,OverallRiskScore,ReturnOnInvestment,UnremmittedContributionsToAssetsRatio,ComplianceToTable G,Inflation,CBKrate,Exchange_rate
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,165," 451,267,401.00 ",1.43%,37%,3.61,19%,0%,1,5%,11%,134.8
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,160," 379,850,440.00 ",1.64%,197%,3.61,1%,0%,1,7%,13%,151.77
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,163," 410,114,904.00 ",1.73%,67%,3.8,2%,0%,1,9%,9%,121.95
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,161," 397,292,014.00 ",1.62%,47%,4.36,9%,0%,1,6%,7%,111.93
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,0," 361,985,379.00 ",1.65%,96%,0,6%,0%,0,5%,7%,109.51
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,163," 360,095,383.00 ",1.64%,29%,0,11%,0%,0,5%,9%,102.55
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,0," 307,817,981.00 ",1.62%,48%,0,8%,0%,0,6%,9%,101.88
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,159," 277,552,044.00 ",1.65%,42%,0,10%,0%,0,5%,10%,103.37
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,160," 239,627,812.00 ",1.64%,34%,0,7%,0%,0,7%,10%,101.78
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,147," 206,960,781.00 ",1.78%,99%,0,3%,0%,0,7%,13%,103.78
1030,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,3," 9,340,824.00 ",8.00%,356%,0,36%,0%,0,7%,10%,101.78
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2024,5,8365," 32,844,635,000.00 ",1.03%,718%,3.79,2%,0%,5,5%,11%,134.8
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2023,1,8550," 36,264,579,000.00 ",1.24%,53%,3.21,8%,0%,5,7%,13%,151.77
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2022,1,8766," 34,953,382,000.00 ",2.69%,46%,3.21,15%,0%,5,9%,9%,121.95
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2021,5,8883," 32,033,252,000.00 ",1.51%,-31%,4.21,-14%,0%,5,6%,7%,111.93
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2020,0,9328," 37,845,430,000.00 ",2.29%,21%,0,22%,0%,0,5%,7%,109.51
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2019,0,8778," 34,495,110,130.00 ",-0.89%,-59%,0,6%,0%,0,5%,9%,102.55
1032,Active,Defined Benefit,Pension Scheme,Segregated funds,2018,0,9956," 36,763,184,000.00 ",-79.62%,-1074%,0,8%,0%,0,6%,9%,101.88
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,153," 93,272,647.00 ",0.08%,36%,3.01,10%,1%,1,5%,11%,134.8
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,151," 82,192,022.00 ",0.07%,42%,2.38,9%,1%,5,7%,13%,151.77
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,134," 73,949,987.00 ",0.09%,11%,2.38,6%,0%,5,9%,9%,121.95
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,131," 65,158,869.00 ",0.00%,3%,2.72,8%,0%,5,6%,7%,111.93
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,141," 54,224,115.00 ",0.13%,26%,0,7%,0%,0,5%,7%,109.51
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,141," 47,530,096.00 ",0.17%,3%,0,9%,0%,0,5%,9%,102.55
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,134," 39,146,317.00 ",0.51%,41%,0,8%,0%,0,6%,9%,101.88
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,125," 34,855,003.00 ",0.56%,100%,0,9%,0%,0,5%,10%,103.37
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,125," 34,824,783.00 ",0.61%,5%,0,8%,0%,0,7%,10%,101.78
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,115," 28,368,163.00 ",0.66%,94%,0,4%,0%,0,7%,13%,103.78
1033,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,131," 28,110,588.00 ",1.06%,39%,0,10%,0%,0,7%,10%,101.78
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,94," 710,710,361.00 ",0.87%,45%,2.94,12%,0%,5,5%,11%,134.8
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,97," 648,100,861.00 ",1.27%,123%,2.94,7%,0%,5,7%,13%,151.77
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,104," 664,015,688.00 ",1.18%,115%,2.95,2%,0%,5,9%,9%,121.95
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,107," 670,322,686.00 ",1.16%,67%,3.4,15%,0%,5,6%,7%,111.93
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,98," 630,384,756.00 ",1.23%,41%,0,7%,0%,0,5%,7%,109.51
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,0," 594,191,499.00 ",1.46%,72%,0,8%,0%,0,5%,9%,102.55
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,80," 575,814,623.00 ",1.32%,47%,0,11%,0%,0,6%,9%,101.88
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,0," 593,360,577.00 ",0.54%,34%,2.03,12%,0%,1,5%,11%,134.8
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,745," 522,573,840.00 ",0.56%,95%,2.44,11%,0%,5,7%,13%,151.77
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,761," 518,697,535.00 ",0.55%,70%,2.44,10%,0%,5,9%,9%,121.95
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,876," 493,443,204.00 ",0.58%,34%,2.75,10%,0%,5,6%,7%,111.93
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,765," 439,048,202.00 ",0.57%,121%,0,10%,0%,0,5%,7%,109.51
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,0," 456,144,474.00 ",0.55%,37%,0,10%,0%,0,5%,9%,102.55
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,0," 404,820,201.00 ",0.54%,35%,0,9%,0%,0,6%,9%,101.88
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,0," 357,967,411.00 ",0.75%,46%,0,10%,0%,0,5%,10%,103.37
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,0," 318,427,066.00 ",0.77%,39%,0,9%,0%,0,7%,10%,101.78
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,0," 276,969,224.00 ",0.98%,25%,0,11%,0%,0,7%,13%,103.78
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,0," 230,599,176.00 ",-0.03%,26%,0,10%,0%,0,7%,10%,101.78
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,68," 168,430,488.00 ",0.60%,24%,2.16,10%,0%,1,5%,11%,134.8
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,68," 142,092,809.00 ",0.49%,5%,2.85,9%,0%,5,7%,13%,151.77
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,61," 112,608,323.00 ",0.90%,29%,3,5%,0%,5,9%,9%,121.95
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,40," 99,114,041.00 ",1.06%,12%,2.64,9%,0%,5,6%,7%,111.93
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,58," 80,815,466.00 ",0.70%,17%,0,6%,0%,0,5%,7%,109.51
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,60," 68,166,888.00 ",0.65%,52%,0,9%,0%,0,5%,9%,102.55
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,51," 60,907,276.00 ",0.71%,5%,0,8%,0%,0,6%,9%,101.88
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,51," 48,893,144.00 ",0.20%,37%,0,9%,0%,0,5%,10%,103.37
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,36," 41,194,771.00 ",0.20%,30%,0,5%,0%,0,7%,10%,101.78
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,46," 36,139,802.00 ",0.23%,10%,0,2%,0%,0,7%,13%,103.78
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,45," 30,916,119.00 ",0.20%,19%,0,7%,0%,0,7%,10%,101.78
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,0," 124,384,596.00 ",0.43%,86%,1.72,11%,0%,1,5%,11%,134.8
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,784," 121,749,398.00 ",0.40%,31%,2.96,9%,0%,5,7%,13%,151.77
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,812," 110,535,510.00 ",0.87%,27%,3.36,6%,0%,5,9%,9%,121.95
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,209," 93,451,028.00 ",0.85%,8%,2.72,8%,0%,5,6%,7%,111.93
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,200," 81,219,980.00 ",0.00%,129%,0,8%,0%,0,5%,7%,109.51
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,191," 84,815,209.00 ",0.00%,37%,0,9%,0%,0,5%,9%,102.55
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,185," 76,227,684.00 ",0.00%,25%,0,8%,0%,0,6%,9%,101.88
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,179," 67,012,207.00 ",0.00%,22%,0,9%,0%,0,5%,10%,103.37
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,169," 57,835,300.00 ",0.00%,49%,0,8%,0%,0,7%,10%,101.78
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,0," 52,670,002.00 ",0.00%,85%,0,8%,0%,0,7%,13%,103.78
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,151," 51,264,262.00 ",0.00%,40%,0,11%,0%,0,7%,10%,101.78
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,349," 582,037,326.00 ",1.11%,36%,2.81,10%,0%,1,5%,11%,134.8
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,5,329," 487,812,094.00 ",1.16%,33%,3.86,5%,0%,5,7%,13%,151.77
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,318," 420,035,664.00 ",1.21%,45%,3.05,7%,0%,5,9%,9%,121.95
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,5,365," 363,589,185.00 ",1.26%,40%,4.18,6%,0%,5,6%,7%,111.93
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,271," 309,457,537.00 ",1.23%,64%,0,6%,0%,0,5%,7%,109.51
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,270," 283,455,649.00 ",1.44%,59%,0,7%,0%,0,5%,9%,102.55
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,267," 248,003,417.00 ",1.46%,38%,0,4%,0%,0,6%,9%,101.88
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,0," 201,299,567.00 ",1.60%,79%,0,9%,0%,0,5%,10%,103.37
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,237," 185,195,351.00 ",1.84%,41%,0,3%,0%,0,7%,10%,101.78
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0," 147,838,795.00 ",1.63%,50%,0,7%,0%,0,7%,10%,101.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,5,148," 175,658,849.00 ",0.45%,66%,3.67,8%,22%,1,5%,11%,134.8
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,161," 169,076,634.00 ",0.56%,26%,3.36,6%,24%,5,7%,13%,151.77
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,165," 156,813,419.00 ",0.42%,29%,3.36,4%,1%,5,9%,9%,121.95
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,174," 136,066,067.00 ",0.54%,44%,3.52,7%,1%,5,6%,7%,111.93
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,156," 125,237,903.00 ",0.45%,9%,0,6%,1%,0,5%,7%,109.51
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,204," 112,091,336.00 ",0.59%,20%,0,5%,36%,0,5%,9%,102.55
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,0," 101,048,893.00 ",0.56%,57%,0,5%,37%,0,6%,9%,101.88
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,212," 95,593,708.00 ",0.90%,30%,0,6%,23%,0,5%,10%,103.37
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,225," 85,858,670.00 ",0.65%,30%,0,6%,26%,0,7%,10%,101.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,0," 76,277,290.00 ",0.71%,41%,0,6%,3%,0,7%,13%,103.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0," 68,259,304.00 ",1.35%,21%,0,9%,4%,0,7%,10%,101.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,51," 18,648,620.00 ",0.67%,75%,2.47,10%,0%,1,5%,11%,134.8
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,50," 17,872,627.00 ",0.66%,27%,3.36,9%,0%,5,7%,13%,151.77
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,39," 15,761,851.00 ",0.66%,4%,2.51,7%,0%,5,9%,9%,121.95
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,52," 13,291,069.00 ",0.67%,34%,3.52,9%,0%,5,6%,7%,111.93
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,39," 11,309,957.00 ",0.68%,113%,0,8%,0%,0,5%,7%,109.51
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,37," 11,497,366.00 ",0.67%,91%,0,9%,0%,0,5%,9%,102.55
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,41," 11,305,826.00 ",0.52%,31%,0,9%,0%,0,6%,9%,101.88
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,38," 9,990,634.00 ",0.46%,5%,0,9%,0%,0,5%,10%,103.37
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,37," 8,386,455.00 ",0.63%,29%,0,7%,2%,0,7%,10%,101.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,35," 7,425,604.00 ",0.45%,3%,0,5%,0%,0,7%,13%,103.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,416," 519,272,874.00 ",0.64%,41%,2.81,11%,0%,1,5%,11%,134.8
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,345," 457,904,980.00 ",0.73%,38%,2.27,9%,0%,5,7%,13%,151.77
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,0," 407,592,649.00 ",0.38%,22%,2.27,8%,0%,5,9%,9%,121.95
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,332," 349,669,487.00 ",0.40%,55%,2.57,9%,0%,5,6%,7%,111.93
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,305," 319,321,406.00 ",0.42%,56%,0,9%,0%,0,5%,7%,109.51
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,304," 292,625,608.00 ",0.22%,79%,0,10%,0%,0,5%,9%,102.55
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,286," 279,626,844.00 ",0.22%,21%,0,9%,0%,0,6%,9%,101.88
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,226," 234,794,777.00 ",0.23%,44%,0,8%,0%,0,5%,10%,103.37
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,200," 206,240,562.00 ",0.22%,40%,0,6%,0%,0,7%,10%,101.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,195," 183,004,653.00 ",0.23%,30%,0,5%,0%,0,7%,13%,103.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2024,1,100," 137,309,353.00 ",1.24%,7%,3,24%,0%,1,5%,11%,134.8
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2023,1,100," 97,057,579.00 ",1.40%,72%,3.03,0%,0%,1,7%,13%,151.77
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2022,1,101," 94,299,237.00 ",1.38%,88%,3.03,3%,0%,1,9%,9%,121.95
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2021,1,118," 92,950,586.00 ",1.40%,159%,4.2,11%,0%,1,6%,7%,111.93
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2020,0,108," 103,857,824.00 ",1.34%,44%,0,7%,0%,0,5%,7%,109.51
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2019,0,120," 95,084,383.00 ",0.94%,94%,0,16%,0%,0,5%,9%,102.55
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2018,0,77," 94,166,232.00 ",1.37%,23%,0,5%,2%,0,6%,9%,101.88
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2017,0,76," 67,769,052.00 ",1.58%,23%,0,14%,0%,0,5%,10%,103.37
1048,Active,Defined Contribution,Provident Fund,Segregated funds,2016,0,69," 55,876,901.00 ",1.62%,52%,0,11%,0%,0,7%,10%,101.78
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,51," 222,485,484.00 ",0.20%,26%,3,22%,0%,1,5%,11%,134.8
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,42," 169,709,442.00 ",0.22%,34%,2.28,1%,0%,1,7%,13%,151.77
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,50," 155,736,603.00 ",0.22%,32%,2.28,0%,0%,1,9%,9%,121.95
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,36," 142,979,777.00 ",0.26%,131%,3.28,12%,0%,1,6%,7%,111.93
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,32," 152,088,796.00 ",0.93%,21%,0,7%,0%,0,5%,7%,109.51
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,32," 136,663,534.00 ",0.68%,14%,0,14%,0%,0,5%,9%,102.55
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,31," 111,175,885.00 ",0.20%,28%,0,6%,0%,0,6%,9%,101.88
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,20," 100,248,389.00 ",0.20%,8%,0,16%,0%,0,5%,10%,103.37
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,20," 80,649,754.00 ",0.20%,15%,0,8%,0%,0,7%,10%,101.78
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,0," 70,987,325.00 ",0.21%,12%,0,3%,0%,0,7%,13%,103.78
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,17," 64,994,847.00 ",0.21%,22%,0,13%,0%,0,7%,10%,101.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,3," 8,893,407.00 ",0.40%,857%,4.12,8%,29%,1,5%,11%,134.8
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,7," 14,235,661.00 ",0.32%,1059%,4.16,12%,22%,5,7%,13%,151.77
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,12," 30,871,572.00 ",0.26%,330%,3.28,10%,0%,5,9%,9%,121.95
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,12," 37,729,652.00 ",0.25%,32%,4.4,9%,16%,5,6%,7%,111.93
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,12," 35,403,892.00 ",0.25%,160%,0,9%,21%,0,5%,7%,109.51
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,28," 37,389,197.00 ",0.25%,279%,0,10%,10%,0,5%,9%,102.55
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,28," 43,784,248.00 ",0.24%,109%,0,10%,3%,0,6%,9%,101.88
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,73," 44,174,186.00 ",0.24%,168%,0,10%,22%,0,5%,10%,103.37
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,40," 16,198,684.00 ",0.37%,8%,0,10%,56%,0,7%,10%,101.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,79," 46,378,425.00 ",0.24%,67%,0,12%,0%,0,7%,13%,103.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,105," 44,312,831.00 ",0.38%,134%,0,12%,3%,0,7%,10%,101.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,106," 240,650,029.00 ",0.32%,16%,1.45,9%,0%,1,5%,11%,134.8
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,26," 206,397,614.00 ",0.24%,72%,2.15,10%,0%,5,7%,13%,151.77
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,112," 195,531,605.00 ",0.27%,46%,2.34,9%,0%,5,9%,9%,121.95
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,166," 177,091,281.00 ",0.22%,21%,2.72,9%,0%,5,6%,7%,111.93
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,0," 152,325,003.00 ",0.22%,4%,0,9%,0%,0,5%,7%,109.51
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,20," 125,393,871.00 ",0.23%,11%,0,9%,0%,0,5%,9%,102.55
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,113," 102,555,274.00 ",0.23%,84%,0,10%,0%,0,6%,9%,101.88
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,118," 99,203,457.00 ",0.36%,6%,0,9%,0%,0,5%,10%,103.37
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,111," 77,804,474.00 ",0.40%,31%,0,10%,0%,0,7%,10%,101.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,106," 65,156,265.00 ",0.25%,46%,0,12%,0%,0,7%,13%,103.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,104," 55,794,405.00 ",0.26%,18%,0,12%,0%,0,7%,10%,101.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,251," 441,872,503.00 ",1.09%,16%,3.24,23%,0%,1,5%,11%,134.8
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,260," 342,991,319.00 ",1.16%,233%,3.77,1%,0%,1,7%,13%,151.77
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,268," 363,680,300.00 ",1.10%,102%,3.77,0%,0%,1,9%,9%,121.95
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,271," 363,978,164.00 ",1.10%,23%,3.48,12%,0%,1,6%,7%,111.93
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,291," 322,021,488.00 ",1.14%,60%,0,8%,0%,0,5%,7%,109.51
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,303," 307,710,428.00 ",1.24%,100%,0,17%,0%,0,5%,9%,102.55
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,318," 307,875,491.00 ",1.25%,149%,0,5%,0%,0,6%,9%,101.88
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,332," 320,510,723.00 ",1.45%,222%,0,22%,0%,0,5%,10%,103.37
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,382," 425,041,995.00 ",2.04%,61%,0,7%,0%,0,7%,10%,101.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,322," 398,303,298.00 ",1.37%,62%,0,4%,0%,0,7%,13%,103.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,306," 381,366,502.00 ",1.23%,23%,0,12%,0%,0,7%,10%,101.78
